"Name","BankName","EventName"
"sound_openChest_get_gold","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_penchest_get_gold"
"sound_openChest_get_gem","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_openchest_get_gem"
"sound_openChest_get_common","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_openchest_get_common"
"sound_openChest_get_rare","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_openchest_get_rare"
"sound_openChest_get_epic","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_openchest_get_epic"
"sound_openChest_get_legendary","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_openchest_get_legendary"
"sound_openChest_get_fortune","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_openchest_get_fortune"
"sound_openChest_loop_gold","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_openchest_loop_gold"
"sound_openChest_loop_gem","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_openchest_loop_gem"
"sound_openChest_loop_common","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_openchest_loop_common"
"sound_openChest_loop_rare","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_openchest_loop_rare"
"sound_openChest_loop_epic","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_openchest_loop_epic"
"sound_musketeer_deploy","soundbanks/card_rare_musketeer.bank","event:/Main/Card/Rare/card_rare_musketeer/card_rare_musketeer_deploy"
"sound_musketeer_deploy_end","soundbanks/card_rare_musketeer.bank","event:/Main/Card/Rare/card_rare_musketeer/card_rare_musketeer_deploy_end"
"sound_musketeer_steps","soundbanks/card_rare_musketeer.bank","event:/Main/Card/Rare/card_rare_musketeer/card_rare_musketeer_steps"
"sound_musketeer_attack","soundbanks/card_rare_musketeer.bank","event:/Main/Card/Rare/card_rare_musketeer/card_rare_musketeer_attack"
"sound_musketeer_attack_start","soundbanks/card_rare_musketeer.bank","event:/Main/Card/Rare/card_rare_musketeer/card_rare_musketeer_attack_start"
"sound_musketeer_hit","soundbanks/card_rare_musketeer.bank","event:/Main/Card/Rare/card_rare_musketeer/card_rare_musketeer_hit"
"sound_musketeer_die","soundbanks/card_rare_musketeer.bank","event:/Main/Card/Rare/card_rare_musketeer/card_rare_musketeer_die"
"sound_upgradeCard_start","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_upgradecard_start"
"sound_upgradeCard_ready","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_upgradecard_ready"
"sound_upgradeCard_stat_appear","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_upgradecard_stat_appear"
"sound_upgradeCard_stat_change","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_upgradecard_stat_change"
"sound_shop_new_spell","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_shop_new_spell"
"sound_freeze_deploy","soundbanks/card_epic_freeze.bank","event:/Main/Card/Epic/card_epic_freeze/card_epic_freeze_deploy"
"sound_tesla_deploy","soundbanks/card_common_tesla.bank","event:/Main/Card/Common/card_common_tesla/card_common_tesla_deploy"
"sound_tesla_up","soundbanks/card_common_tesla.bank","event:/Main/Card/Common/card_common_tesla/card_common_tesla_up"
"sound_tesla_down","soundbanks/card_common_tesla.bank","event:/Main/Card/Common/card_common_tesla/card_common_tesla_down"
"sound_tesla_attack","soundbanks/card_common_tesla.bank","event:/Main/Card/Common/card_common_tesla/card_common_tesla_attack"
"sound_tesla_hit","soundbanks/card_common_tesla.bank","event:/Main/Card/Common/card_common_tesla/card_common_tesla_hit"
"sound_chr_wizard_deploy","soundbanks/card_rare_wizard.bank","event:/Main/Card/Rare/card_rare_wizard/card_rare_chr_wizard_deploy"
"sound_chr_wizard_deploy_end","soundbanks/card_rare_wizard.bank","event:/Main/Card/Rare/card_rare_wizard/card_rare_chr_wizard_deploy_end"
"sound_chr_wizard_steps","soundbanks/card_rare_wizard.bank","event:/Main/Card/Rare/card_rare_wizard/card_rare_chr_wizard_steps"
"sound_chr_wizard_attack_start","soundbanks/card_rare_wizard.bank","event:/Main/Card/Rare/card_rare_wizard/card_rare_chr_wizard_attack_start"
"sound_chr_wizard_attack_vo","soundbanks/card_rare_wizard.bank","event:/Main/Card/Rare/card_rare_wizard/card_rare_chr_wizard_attack_vo"
"sound_chr_wizard_projectile_hit","soundbanks/card_rare_wizard.bank","event:/Main/Card/Rare/card_rare_wizard/card_rare_chr_wizard_projectile_hit"
"sound_chr_wizard_hit","soundbanks/card_rare_wizard.bank","event:/Main/Card/Rare/card_rare_wizard/card_rare_chr_wizard_hit"
"sound_chr_wizard_die","soundbanks/card_rare_wizard.bank","event:/Main/Card/Rare/card_rare_wizard/card_rare_chr_wizard_die"
"sound_card_fly_in","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_card_fly_in"
"sound_prince_deploy","soundbanks/card_epic_prince.bank","event:/Main/Card/Epic/card_epic_prince/card_epic_prince_deploy"
"sound_prince_deploy_end","soundbanks/card_epic_prince.bank","event:/Main/Card/Epic/card_epic_prince/card_epic_prince_deploy_end"
"sound_prince_steps","soundbanks/card_epic_prince.bank","event:/Main/Card/Epic/card_epic_prince/card_epic_prince_steps"
"sound_prince_charge","soundbanks/card_epic_prince.bank","event:/Main/Card/Epic/card_epic_prince/card_epic_prince_charge"
"sound_prince_charge_hit","soundbanks/card_epic_prince.bank","event:/Main/Card/Epic/card_epic_prince/card_epic_prince_charge_hit"
"sound_prince_attack_start","soundbanks/card_epic_prince.bank","event:/Main/Card/Epic/card_epic_prince/card_epic_prince_attack_start"
"sound_prince_hit","soundbanks/card_epic_prince.bank","event:/Main/Card/Epic/card_epic_prince/card_epic_prince_hit"
"sound_spear_goblin_deploy","soundbanks/card_common_spear_goblin.bank","event:/Main/Card/Common/card_common_spear_goblin/card_common_spear_goblin_deploy"
"sound_spear_goblin_steps","soundbanks/card_common_spear_goblin.bank","event:/Main/Card/Common/card_common_spear_goblin/card_common_spear_goblin_steps"
"sound_spear_goblin_attack_start","soundbanks/card_common_spear_goblin.bank","event:/Main/Card/Common/card_common_spear_goblin/card_common_spear_goblin_attack_start"
"sound_spear_goblin_attack","soundbanks/card_common_spear_goblin.bank","event:/Main/Card/Common/card_common_spear_goblin/card_common_spear_goblin_attack"
"sound_spear_goblin_die","soundbanks/card_common_spear_goblin.bank","event:/Main/Card/Common/card_common_spear_goblin/card_common_spear_goblin_die"
"sound_spear_goblin_projectile_hit","soundbanks/card_common_spear_goblin.bank","event:/Main/Card/Common/card_common_spear_goblin/card_common_spear_goblin_projectile_hit"
"sound_giant_skeleton_deploy","soundbanks/card_epic_giant_skeleton.bank","event:/Main/Card/Epic/card_epic_giant_skeleton/card_epic_giant_skeleton_deploy"
"sound_king_skeleton_deploy","soundbanks/card_epic_giant_skeleton.bank","event:/Main/Card/Epic/card_epic_giant_skeleton/card_epic_giant_king_skeleton_deploy"
"sound_giant_skeleton_steps","soundbanks/card_epic_giant_skeleton.bank","event:/Main/Card/Epic/card_epic_giant_skeleton/card_epic_giant_skeleton_steps"
"sound_giant_skeleton_attack_start","soundbanks/card_epic_giant_skeleton.bank","event:/Main/Card/Epic/card_epic_giant_skeleton/card_epic_giant_skeleton_attack_start"
"sound_giant_skeleton_hit","soundbanks/card_epic_giant_skeleton.bank","event:/Main/Card/Epic/card_epic_giant_skeleton/card_epic_giant_skeleton_hit"
"sound_giant_skeleton_die","soundbanks/card_epic_giant_skeleton.bank","event:/Main/Card/Epic/card_epic_giant_skeleton/card_epic_giant_skeleton_die"
"sound_minipekka_deploy","soundbanks/card_rare_minipekka.bank","event:/Main/Card/Rare/card_rare_minipekka/card_rare_minipekka_deploy"
"sound_minipekka_deploy_end","soundbanks/card_rare_minipekka.bank","event:/Main/Card/Rare/card_rare_minipekka/card_rare_minipekka_deploy_end"
"sound_minipekka_steps","soundbanks/card_rare_minipekka.bank","event:/Main/Card/Rare/card_rare_minipekka/card_rare_minipekka_steps"
"sound_minipekka_attack_start","soundbanks/card_rare_minipekka.bank","event:/Main/Card/Rare/card_rare_minipekka/card_rare_minipekka_attack_start"
"sound_minipekka_hit","soundbanks/card_rare_minipekka.bank","event:/Main/Card/Rare/card_rare_minipekka/card_rare_minipekka_hit"
"sound_minipekka_die","soundbanks/card_rare_minipekka.bank","event:/Main/Card/Rare/card_rare_minipekka/card_rare_minipekka_die"
"sound_superminipekka_deploy_end","soundbanks/card_legendary_superminipekka.bank","event:/Main/Card/Legendary/card_legendary_superminipekka/card_legendary_superminipekka_deploy_end"
"sound_superminipekka_deploy","soundbanks/card_legendary_superminipekka.bank","event:/Main/Card/Legendary/card_legendary_superminipekka/card_legendary_superminipekka_deploy"
"sound_superminipekka_attack_start","soundbanks/card_legendary_superminipekka.bank","event:/Main/Card/Legendary/card_legendary_superminipekka/card_legendary_superminipekka_attack_start"
"sound_hog_rider_deploy","soundbanks/card_rare_hog_rider.bank","event:/Main/Card/Rare/card_rare_hog_rider/card_rare_hog_rider_deploy"
"sound_hog_rider_deploy_end","soundbanks/card_rare_hog_rider.bank","event:/Main/Card/Rare/card_rare_hog_rider/card_rare_hog_rider_deploy_end"
"sound_hog_rider_steps","soundbanks/card_rare_hog_rider.bank","event:/Main/Card/Rare/card_rare_hog_rider/card_rare_hog_rider_steps"
"sound_hog_rider_attack_start","soundbanks/card_rare_hog_rider.bank","event:/Main/Card/Rare/card_rare_hog_rider/card_rare_hog_rider_attack_start"
"sound_hog_rider_hit","soundbanks/card_rare_hog_rider.bank","event:/Main/Card/Rare/card_rare_hog_rider/card_rare_hog_rider_hit"
"sound_hog_rider_die","soundbanks/card_rare_hog_rider.bank","event:/Main/Card/Rare/card_rare_hog_rider/card_rare_hog_rider_die"
"sound_hog_rider_landing","soundbanks/card_rare_hog_rider.bank","event:/Main/Card/Rare/card_rare_hog_rider/card_rare_hog_rider_landing"
"sound_baby_dragon_deploy","soundbanks/card_epic_baby_dragon.bank","event:/Main/Card/Epic/card_epic_baby_dragon/card_epic_baby_dragon_deploy"
"sound_baby_dragon_deploy_end","soundbanks/card_epic_baby_dragon.bank","event:/Main/Card/Epic/card_epic_baby_dragon/card_epic_baby_dragon_deploy_end"
"sound_baby_dragon_steps","soundbanks/card_epic_baby_dragon.bank","event:/Main/Card/Epic/card_epic_baby_dragon/card_epic_baby_dragon_steps"
"sound_baby_dragon_attack_start","soundbanks/card_epic_baby_dragon.bank","event:/Main/Card/Epic/card_epic_baby_dragon/card_epic_baby_dragon_attack_start"
"sound_baby_dragon_die","soundbanks/card_epic_baby_dragon.bank","event:/Main/Card/Epic/card_epic_baby_dragon/card_epic_baby_dragon_die"
"sound_dragon_projectile_hit","soundbanks/card_epic_baby_dragon.bank","event:/Main/Card/Epic/card_epic_baby_dragon/card_epic_baby_dragon_projectile_hit"
"tap_mega_chest","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_tap_mega_chest"
"tap_giant_chest","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_tap_giant_chest"
"tap_magic_chest","soundbanks/ui_battle_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_tap_magic_chest"
"tap_wooden_chest","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_tap_wooden_chest"
"tap_iron_chest","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_tap_iron_chest"
"tap_gold_chest","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_tap_gold_chest"
"tap_champions_chest","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_tap_champions_chest"
"sound_king_player_activate","soundbanks/card_tower_kingtower.bank","event:/Main/Card/Tower/card_tower_kingtower/card_tower_kingtower_player_activate"
"sound_king_player_die","soundbanks/card_tower_kingtower.bank","event:/Main/Card/Tower/card_tower_kingtower/card_tower_kingtower_player_die"
"sound_king_enemy_activate","soundbanks/card_tower_kingtower.bank","event:/Main/Card/Tower/card_tower_kingtower/card_tower_kingtower_enemy_activate"
"sound_king_angry","soundbanks/card_tower_kingtower.bank","event:/Main/Card/Tower/card_tower_kingtower/card_tower_kingtower_angry"
"sound_king_happy_tower","soundbanks/card_tower_kingtower.bank","event:/Main/Card/Tower/card_tower_kingtower/card_tower_kingtower_happy"
"sound_king_enemy_die","soundbanks/card_tower_kingtower.bank","event:/Main/Card/Tower/card_tower_kingtower/card_tower_kingtower_enemy_die"
"sound_king_attack","soundbanks/card_tower_kingtower.bank","event:/Main/Card/Tower/card_tower_kingtower/card_tower_kingtower_attack"
"Achievement Unlock","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_achievement_unlock"
"Claim Achievement","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_claim_achievement"
"First_Crown","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_first_crown"
"Second_Crown","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_second_crown"
"Third_Crown","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_third_crown"
"sound_chest_fly","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_chest_fly"
"Tut_jing_start","soundbanks/music_jingle_general.bank","event:/Main/Music/Jingle/music_jingle_general/music_jingle_general_tut_jing_start"
"Tut_jing_time_1","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_tut_jing_time_1"
"Tut_jing_time_2","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_tut_jing_time_2"
"Tut_count_01","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_tut_count_01"
"Names_whoosh_out","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_names_whoosh_out"
"Names_whoosh_in","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_names_whoosh_in"
"sound_spell_zap","soundbanks/card_common_zap.bank","event:/Main/Card/Common/card_common_zap/card_common_zap_spell"
"sound_board_slide_in","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_board_slide_in"
"sound_tombstone_deploy","soundbanks/card_rare_tombstone.bank","event:/Main/Card/Rare/card_rare_tombstone/card_rare_tombstone_deploy"
"sound_tombstone_die","soundbanks/card_rare_tombstone.bank","event:/Main/Card/Rare/card_rare_tombstone/card_rare_tombstone_die"
"sound_supercell_jingle","soundbanks/ui_loading_general.bank","event:/Main/UI/Loading/ui_loading_general/ui_loading_general_supercell_jingle"
"sound_tutorial_first_vo","soundbanks/tutorial_vo.bank","event:/Main/Tutorial/tutorial_vo/tutorial_vo_first_vo"
"sound_tutorial_second_vo","soundbanks/tutorial_vo.bank","event:/Main/Tutorial/tutorial_vo/tutorial_vo_second_vo"
"sound_tutorial_first_plink","soundbanks/tutorial_sfx.bank","event:/Main/Tutorial/tutorial_sfx/tutorial_sfx_first_plink"
"sound_tutorial_second_plink","soundbanks/tutorial_sfx.bank","event:/Main/Tutorial/tutorial_sfx/tutorial_sfx_second_plink"
"sound_text_bubble_appear","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_text_bubble_appear"
"sound_press_battle_button","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_press_battle_button"
"sound_tap_gems","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_tap_gems"
"sound_tap_coins","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_tap_coins"
